date,flows,bytes,packets
2013-04-03 13:35,36633,75861226,1342191
2013-04-03 13:40,42781,77085055,1364609
2013-04-03 13:45,39393,74540159,1319374
2013-04-03 13:50,44388,57743107,1016299
2013-04-03 13:55,39599,65505641,1160292
2013-04-03 13:59,32713,60095019,1066873
2013-04-03 14:05,41270,66233710,1172076
2013-04-03 14:10,42792,58489647,1032008
2013-04-03 14:15,41563,63999448,1131006
2013-04-03 14:20,44554,57270702,1007432
2013-04-03 14:25,45162,65180008,1151090
2013-04-03 14:30,47350,55867797,984163
2013-04-03 14:35,48075,46445369,814336
2013-04-03 14:40,47698,51258302,903476
2013-04-03 14:45,47786,50080980,882964
2013-04-03 14:50,49718,40378151,704660
2013-04-03 14:55,47826,46195028,812227
2013-04-03 14:59,41161,36944040,648369
2013-04-03 15:05,47026,49332974,731500
2013-04-03 15:10,47101,34584275,601071
2013-04-03 15:15,47195,32801166,568419
2013-04-03 15:20,48807,30200939,526813
2013-04-03 15:25,45129,13557497,227651
2013-04-03 15:30,45338,13585133,228108
2013-04-03 15:35,47121,14096363,236949
2013-04-03 15:40,47140,14085848,236702
2013-04-03 15:45,45119,13522844,227116
2013-04-03 15:50,45097,13452246,226202
2013-04-03 15:55,47068,14036328,235964
2013-04-03 15:59,38939,11629288,195471
2013-04-03 16:05,45178,13466316,226280
2013-04-03 16:10,47254,14118083,237276
2013-04-03 16:15,47297,14075612,236534
2013-04-03 16:20,45488,13519086,227184
2013-04-03 16:25,45096,13472916,226381
2013-04-03 16:30,47170,14097089,236844
2013-04-03 16:35,45166,13486057,226602
2013-04-03 16:40,45155,13457411,226152
2013-04-03 16:45,47029,14070014,236452
2013-04-03 16:50,47156,14141577,237634
2013-04-03 16:55,45217,13655518,229307
2013-04-03 16:59,37000,11083600,186194
2013-04-03 17:05,47087,14044656,236063
2013-04-03 17:10,45316,13470762,226333
2013-04-03 17:15,45367,13573189,227807
2013-04-03 17:20,47599,14285193,239657
2013-04-03 17:25,47251,14161942,237851
2013-04-03 17:30,45149,13519855,227076
2013-04-03 17:35,45129,13510764,226992
2013-04-03 17:40,47191,14148878,237704
2013-04-03 17:45,47343,14193595,238211
2013-04-03 17:50,45274,13573970,227938
2013-04-03 17:55,45134,13560402,227620
2013-04-03 17:59,39036,11687367,196254
2013-04-03 18:05,45114,13529260,227301
2013-04-03 18:10,45241,13507914,226940
2013-04-03 18:15,47415,14081192,236599
2013-04-03 18:20,45872,13628958,228749
2013-04-03 18:25,45343,13665525,229420
2013-04-03 18:30,47310,14173480,238017
2013-04-03 18:35,47181,14163522,237846
2013-04-03 18:40,45077,13505902,226820
2013-04-03 18:45,45077,13468563,226193
2013-04-03 18:50,47253,14080754,236562
2013-04-03 18:55,45114,13494061,226656
2013-04-03 18:59,37060,11120908,186759
2013-04-03 19:05,47293,14183427,238274
2013-04-03 19:10,47484,14359111,241090
2013-04-03 19:15,45328,13625718,228714
2013-04-03 19:20,47764,14397166,241447
2013-04-03 19:25,47198,14226413,238825
2013-04-03 19:30,47364,14313793,240250
2013-04-03 19:35,45194,13637756,229058
2013-04-03 19:40,47146,14157863,237803
2013-04-03 19:45,47190,14230112,238945
2013-04-03 19:50,45277,13634043,228932
2013-04-03 19:55,45081,13521077,227172
2013-04-03 19:59,39138,11754001,197305
2013-04-03 20:05,45227,13622990,228803
2013-04-03 20:10,45468,13815911,231863
2013-04-03 20:15,47523,14307519,240075
2013-04-03 20:20,47736,14257583,239247
2013-04-03 20:25,45209,13674733,229587
2013-04-03 20:30,45307,13760378,230835
2013-04-03 20:35,47514,14476648,242726
2013-04-03 20:40,45339,13734723,230417
2013-04-03 20:45,45115,13596862,228280
2013-04-03 20:50,47259,14200889,238488
2013-04-03 20:55,47145,14134937,237482
2013-04-03 20:59,38922,11669565,196024
2013-04-03 21:05,45202,13613222,228613
2013-04-03 21:10,47254,14249000,239280
2013-04-03 21:15,45342,13617385,228509
2013-04-03 21:20,45554,13648646,229082
2013-04-03 21:25,47148,14112877,237122
2013-04-03 21:30,47260,14206217,238461
2013-04-03 21:35,45200,13541498,227465
2013-04-03 21:40,45193,13553670,227678
2013-04-03 21:45,47249,14192980,238294
2013-04-03 21:50,45231,13545958,227459
2013-04-03 21:55,45094,13504572,226895
2013-04-03 21:59,38939,11655242,195797
2013-04-03 22:05,47221,14053963,236225
2013-04-03 22:10,45150,13449475,226099
2013-04-03 22:15,45126,13437725,225759
2013-04-03 22:20,47565,14256045,239245
2013-04-03 22:25,47138,14110888,237057
2013-04-03 22:30,45172,13612932,228617
2013-04-03 22:35,45267,13694113,229886
2013-04-03 22:40,47178,14167732,238016
2013-04-03 22:45,45352,13715566,230258
2013-04-03 22:50,45263,13570483,228013
2013-04-03 22:55,47381,14180227,238151
2013-04-03 22:59,39043,11725653,197055
2013-04-03 23:05,45202,13568726,227917
2013-04-03 23:10,45149,13499182,226782
2013-04-03 23:15,47341,14223814,238949
2013-04-03 23:20,47590,14217114,238727
2013-04-03 23:25,45154,13503698,226933
2013-04-03 23:30,45005,13457039,226144
2013-04-03 23:35,47106,14066328,236338
2013-04-03 23:40,47025,14065093,236406
2013-04-03 23:45,45128,13540765,227484
2013-04-03 23:50,45091,13521410,227264
2013-04-03 23:55,47252,14191494,238451
2013-04-03 23:57,21616,6482011,108933
2013-04-04 00:15,30896,9225224,154955
2013-04-04 00:20,45422,13509592,226957
2013-04-04 00:25,45230,13532479,227398
2013-04-04 00:30,47113,14157076,237948
2013-04-04 00:35,47299,14167697,238059
2013-04-04 00:40,44983,13464090,226358
2013-04-04 00:45,47114,14068979,236485
2013-04-04 00:50,47207,14157362,237871
2013-04-04 00:55,45180,13596554,228475
2013-04-04 00:59,36852,11122110,186848
2013-04-04 01:05,47167,14166080,238026
2013-04-04 01:10,47282,14114043,237083
2013-04-04 01:15,45262,13481145,226502
2013-04-04 01:20,45351,13447093,225930
2013-04-04 01:25,47198,14089188,236809
2013-04-04 01:30,47009,14037290,235897
2013-04-04 01:35,45098,13463879,226210
2013-04-04 01:40,44919,13374227,224937
2013-04-04 01:45,47102,14061841,236370
2013-04-04 01:50,45073,13431433,225882
2013-04-04 01:55,45073,13462173,226228
2013-04-04 01:59,38767,11612658,195120
2013-04-04 02:05,47156,14124743,237255
2013-04-04 02:10,45037,13489862,226707
2013-04-04 02:15,45157,13495490,226719
2013-04-04 02:20,47536,14134180,237356
2013-04-04 02:25,47152,14055838,236284
2013-04-04 02:30,45150,13508029,227099
2013-04-04 02:35,45074,13497092,226781
2013-04-04 02:40,47093,14053525,236192
2013-04-04 02:45,47096,14046444,236144
2013-04-04 02:50,45051,13406341,225317
2013-04-04 02:55,47117,14022317,235806
2013-04-04 02:59,38836,11556603,194321
2013-04-04 03:05,45156,13470453,226267
2013-04-04 03:10,45024,13402900,225328
2013-04-04 03:15,47259,14175373,238137
2013-04-04 03:20,47385,14066332,236297
2013-04-04 03:25,45277,13485382,226608
2013-04-04 03:30,45088,13494384,226771
2013-04-04 03:35,47159,14059802,236392
2013-04-04 03:40,45074,13410960,225496
2013-04-04 03:45,45033,13426707,225704
2013-04-04 03:50,47135,14137827,237475
2013-04-04 03:55,47143,14090982,236826
2013-04-04 03:59,38946,11718280,196820
2013-04-04 04:05,45087,13495340,226753
2013-04-04 04:10,47010,14079016,236557
2013-04-04 04:15,47159,14076288,236443
2013-04-04 04:20,45502,13559641,227533
2013-04-04 04:25,45094,13496521,226820
2013-04-04 04:30,47014,14055651,236297
2013-04-04 04:35,47201,14144089,237636
2013-04-04 04:40,45099,13591546,228295
2013-04-04 04:45,47268,14300277,240146
2013-04-04 04:50,47124,14184487,238251
2013-04-04 04:55,45283,13593870,228283
2013-04-04 04:59,36858,11044226,185572
2013-04-04 05:05,47304,14179064,238183
2013-04-04 05:10,47149,14160673,237902
2013-04-04 05:15,45215,13528567,227343
2013-04-04 05:20,45546,13540063,227403
2013-04-04 05:25,47309,14157292,237821
2013-04-04 05:30,45082,13464005,226324
2013-04-04 05:35,45164,13553775,227692
2013-04-04 05:40,46059,13754738,231081
2013-04-04 05:45,47097,14097144,236960
2013-04-04 05:50,44987,13422571,225638
2013-04-04 05:55,45152,13500650,226873
2013-04-04 05:59,38996,11724424,196962
2013-04-04 06:05,47081,14035946,235961
2013-04-04 06:10,45020,13424478,225764
2013-04-04 06:15,45261,13522716,227324
2013-04-04 06:20,47507,14123296,237222
2013-04-04 06:25,45309,13500549,226877
2013-04-04 06:30,45107,13430595,225847
2013-04-04 06:35,47113,14018405,235744
2013-04-04 06:40,47182,14050934,236215
2013-04-04 06:45,45141,13480111,226495
2013-04-04 06:50,44798,13328688,224019
2013-04-04 06:55,49674,14554412,238318
2013-04-04 06:59,44201,12829796,202367
2013-04-04 07:05,40880,45145661,643815
2013-04-04 07:10,35620,154033194,2015642
2013-04-04 07:15,28456,228674969,2049702
2013-04-04 07:20,26391,288331209,2068037
2013-04-04 07:25,30150,313462125,2114679
2013-04-04 07:30,25143,301661187,2028355
2013-04-04 07:35,25159,279698302,2069088
2013-04-04 07:40,20243,219542557,1996660
2013-04-04 07:45,17858,232500955,2008338
2013-04-04 07:50,13670,318942981,2098460
2013-04-04 07:55,12664,313676193,2080768
2013-04-04 07:59,10352,151908305,1644958
2013-04-04 08:05,12233,184184317,1992752
2013-04-04 08:10,11524,196958267,2005265
2013-04-04 08:15,11056,211475040,2028457
2013-04-04 08:20,10953,194987292,1986949
2013-04-04 08:25,15304,162208969,1794267
2013-04-04 08:30,11037,85431902,911859
2013-04-04 08:35,9694,94250781,1046383
2013-04-04 08:40,9802,90946551,1271049
2013-04-04 08:45,9277,91786210,1257297
2013-04-04 08:50,9030,130143703,1531427
2013-04-04 08:55,9078,120936099,1936765
2013-04-04 08:59,7392,105984837,1601648
2013-04-04 09:05,7940,73767635,1255420
2013-04-04 09:10,7432,72919828,1246913
2013-04-04 09:15,7789,74162999,1268116
2013-04-04 09:20,7131,75806965,1296150
2013-04-04 09:25,7070,71401496,1218998
2013-04-04 09:30,7445,71618750,1224635
2013-04-04 09:35,6447,60736567,1028986
2013-04-04 09:40,6048,62642943,1060199
2013-04-04 09:45,6030,60947099,1031632
2013-04-04 09:50,6567,61136314,1036130
2013-04-04 09:55,6521,63878573,1084373
2013-04-04 09:59,6530,61785041,1052984
2013-04-04 10:05,7767,77553348,1321098
2013-04-04 10:10,8356,84927678,1451556
2013-04-04 10:15,7900,80330072,1379150
2013-04-04 10:20,8260,79284241,1352577
2013-04-04 10:25,8993,104933999,1795957
2013-04-04 10:30,9250,108351678,1853104
2013-04-04 10:35,9234,101227688,1734946
2013-04-04 10:40,9535,101967066,1742189
2013-04-04 10:45,9596,108928103,1844592
2013-04-04 10:50,9716,111704698,1885339
2013-04-04 10:55,10322,114812068,1914876
2013-04-04 10:59,8596,92575096,1565903
2013-04-04 11:05,10384,112251686,1891606
2013-04-04 11:10,10469,111391592,1878901
2013-04-04 11:15,10616,113458092,1911564
2013-04-04 11:20,11009,114094893,1889181
2013-04-04 11:25,10802,123412864,1922057
2013-04-04 11:30,8952,41289355,634804
2013-04-04 11:35,8665,79989581,745743
2013-04-04 11:40,8999,115716250,1311654
2013-04-04 11:45,9344,79872162,1360849
2013-04-04 11:50,9045,56395604,955647
2013-04-04 11:55,9168,59634812,1012107
2013-04-04 11:59,7703,53400804,911141
2013-04-04 12:05,9491,66428921,1132260
2013-04-04 12:10,9711,80004929,1374127
2013-04-04 12:15,9441,67579797,1155301
2013-04-04 12:20,9093,63097094,1075316
2013-04-04 12:25,8874,58366874,985774
2013-04-04 12:30,8783,64158192,1092799
2013-04-04 12:35,8597,55323977,939729
2013-04-04 12:40,8115,54165513,915298
2013-04-04 12:45,7807,52056700,878357
2013-04-04 12:50,7503,49064302,826444
2013-04-04 12:55,7280,42326108,705632
2013-04-04 12:59,5930,40206265,673266
2013-04-04 13:05,6842,54573978,925794
2013-04-04 13:10,6449,44857437,752982
2013-04-04 13:15,6279,45051708,753711
2013-04-04 13:20,5824,36492400,599524
2013-04-04 13:25,5607,40410031,673791
2013-04-04 13:30,5482,34409242,565581
2013-04-04 13:35,5341,34798899,561253
2013-04-04 13:40,4678,29141979,469557
2013-04-04 13:45,4503,29809533,484242
2013-04-04 13:50,4243,29499458,480354
2013-04-04 13:55,4106,25335078,401475
2013-04-04 13:59,3191,19351306,302152
2013-04-04 14:05,3521,19634671,300043
2013-04-04 14:10,3297,21827633,340050
2013-04-04 14:15,2967,20696066,320215
2013-04-04 14:20,3130,15913380,230409
2013-04-04 14:25,3280,19554445,298978
2013-04-04 14:30,3441,23974288,379646
2013-04-04 14:35,3571,18179060,259325
2013-04-04 14:40,3690,22537967,352752
2013-04-04 14:45,3613,23326747,367018
2013-04-04 14:50,3352,20437550,314434
2013-04-04 14:55,3226,21112006,326212
2013-04-04 14:59,2465,19133127,301118
2013-04-04 15:05,2852,18738612,284908
2013-04-04 15:10,2627,14874368,213731
2013-04-04 15:15,2527,18731340,284503
2013-04-04 15:20,2441,14288029,204244
2013-04-04 15:25,2372,17099375,256535
2013-04-04 15:30,2308,13471123,188233
2013-04-04 15:35,1594,9934672,140779
2013-04-04 15:40,502,265062,3926
2013-04-04 15:45,391,423746,6623
2013-04-04 15:50,561,549646,8376
2013-04-04 15:55,352,384554,5939
2013-04-04 15:59,157,117099,1704
2013-04-04 16:05,315,187191,2748
2013-04-04 16:10,256,220206,3338
2013-04-04 16:15,295,293427,4456
2013-04-04 16:20,251,230704,3358
2013-04-04 16:25,282,240210,3578
2013-04-04 16:30,372,364499,5532
2013-04-04 16:35,448,301039,4427
2013-04-04 16:40,868,333872,4840
2013-04-04 16:45,337,235318,3444
2013-04-04 16:50,314,333043,4970
2013-04-04 16:55,412,385789,5855
2013-04-04 16:59,264,161114,2296
2013-04-04 17:05,305,311235,4757
2013-04-04 17:10,431,313040,4654
2013-04-04 17:15,338,316732,4760
2013-04-04 17:20,357,343100,5062
2013-04-04 17:25,266,233134,3438
2013-04-04 17:30,337,319892,4850
2013-04-04 17:35,324,209210,3094
2013-04-04 17:40,803,394297,6057
2013-04-04 17:45,680,248528,3594
2013-04-04 17:50,240,233415,3400
2013-04-04 17:55,249,233688,3507
2013-04-04 17:59,224,230307,3527
2013-04-04 18:05,412,312562,4673
2013-04-04 18:10,365,282710,4187
2013-04-04 18:15,216,181230,2681
2013-04-04 18:20,320,215412,3031
2013-04-04 18:25,304,262497,3885
2013-04-04 18:30,279,226141,3264
2013-04-04 18:35,320,292002,4334
2013-04-04 18:40,519,252311,3678
2013-04-04 18:45,587,206860,2952
2013-04-04 18:50,298,210096,2977
2013-04-04 18:55,407,226260,3258
2013-04-04 18:59,172,133407,1919
2013-04-04 19:05,286,237055,3439
2013-04-04 19:10,277,250476,3694
2013-04-04 19:15,356,253390,3684
2013-04-04 19:20,289,261402,3759
2013-04-04 19:25,243,175163,2471
2013-04-04 19:30,316,224005,3222
2013-04-04 19:35,392,353747,5327
2013-04-04 19:40,444,398969,6049
2013-04-04 19:45,689,244823,3513
2013-04-04 19:50,530,334145,4905
2013-04-04 19:55,339,303059,4519
2013-04-04 19:59,203,154781,2201
2013-04-04 20:05,346,291852,4348
2013-04-04 20:10,385,347631,5110
2013-04-04 20:15,407,389743,5819
2013-04-04 20:20,394,334640,4821
2013-04-04 20:25,396,309236,4571
2013-04-04 20:30,348,365350,5598
2013-04-04 20:35,494,426833,6455
2013-04-04 20:40,351,337033,5084
2013-04-04 20:45,766,315686,4703
2013-04-04 20:50,619,410076,6106
2013-04-04 20:55,393,386769,5900
2013-04-04 20:59,211,185323,2755
2013-04-04 21:05,332,332315,5036
2013-04-04 21:10,359,204005,2894
2013-04-04 21:15,308,300850,4540
2013-04-04 21:20,337,351429,5219
2013-04-04 21:25,466,461054,6932
2013-04-04 21:30,361,280165,4157
2013-04-04 21:35,339,258886,3863
2013-04-04 21:40,204,157581,2270
2013-04-04 21:45,536,340780,5059
2013-04-04 21:50,705,300180,4359
2013-04-04 21:55,424,297463,4358
2013-04-04 21:59,286,265562,3961
2013-04-04 22:05,306,2495582,6496
2013-04-04 22:10,374,10907965,16899
2013-04-04 22:15,381,10389539,16881
2013-04-04 22:20,464,10479944,18317
2013-04-04 22:25,325,10343631,16329
2013-04-04 22:30,330,10319209,15866
2013-04-04 22:35,370,10328382,16033
2013-04-04 22:40,419,10357855,16264
2013-04-04 22:45,457,10345379,16023
2013-04-04 22:50,695,10333378,15981
2013-04-04 22:55,669,10302621,15546
2013-04-04 22:59,322,8622427,13470
2013-04-04 23:05,276,7730882,11736
2013-04-04 23:10,235,174684,2514
2013-04-04 23:15,293,264305,3899
2013-04-04 23:20,269,235952,3337
2013-04-04 23:25,300,224771,3311
2013-04-04 23:30,380,264929,3946
2013-04-04 23:35,251,245953,3738
2013-04-04 23:40,210,166414,2396
2013-04-04 23:45,166,148624,2208
2013-04-04 23:50,676,258910,3814
2013-04-04 23:55,706,246422,3663
2013-04-04 23:59,199,119207,1686
2013-04-05 00:05,185,139469,1995
2013-04-05 00:10,295,267062,4022
2013-04-05 00:15,241,227512,3400
2013-04-05 00:20,209,197951,2854
2013-04-05 00:25,156,106933,1554
2013-04-05 00:30,196,176790,2662
2013-04-05 00:35,251,137337,1968
2013-04-05 00:40,134,80399,1084
2013-04-05 00:45,178,150591,2210
2013-04-05 00:50,312,195921,2865
2013-04-05 00:55,653,221682,3319
2013-04-05 00:59,392,192286,2808
2013-04-05 01:05,177,141664,2063
2013-04-05 01:10,297,151018,2206
2013-04-05 01:15,206,203808,3131
2013-04-05 01:20,200,205050,3018
2013-04-05 01:25,187,175350,2650
2013-04-05 01:30,179,135346,2007
2013-04-05 01:35,213,224642,3477
2013-04-05 01:40,233,212119,3156
2013-04-05 01:45,359,205288,2904
2013-04-05 01:50,326,253241,3685
2013-04-05 01:55,597,167290,2369
2013-04-05 01:59,497,98377,1366
2013-04-05 02:05,278,199473,2964
2013-04-05 02:10,145,113925,1680
2013-04-05 02:15,202,144789,2124
2013-04-05 02:20,238,159288,2273
2013-04-05 02:25,192,151654,2200
2013-04-05 02:30,155,113805,1633
2013-04-05 02:35,137,81769,1112
2013-04-05 02:40,185,131635,1861
2013-04-05 02:45,200,130453,1813
2013-04-05 02:50,161,88690,1151
2013-04-05 02:55,600,189842,2737
2013-04-05 02:59,727,153698,2245
2013-04-05 03:05,170,103077,1477
2013-04-05 03:10,194,141280,2109
2013-04-05 03:15,188,161423,2381
2013-04-05 03:20,201,216927,3238
2013-04-05 03:25,298,166459,2354
2013-04-05 03:30,201,158280,2328
2013-04-05 03:35,197,181960,2739
2013-04-05 03:40,143,106337,1528
2013-04-05 03:45,161,95914,1316
2013-04-05 03:50,136,103404,1378
2013-04-05 03:55,299,234360,3438
2013-04-05 03:59,499,199242,2958
2013-04-05 04:05,245,100601,1411
2013-04-05 04:10,126,78835,1072
2013-04-05 04:15,139,91198,1244
2013-04-05 04:20,207,108829,1407
2013-04-05 04:25,272,220810,3248
2013-04-05 04:30,251,243043,3691
2013-04-05 04:35,257,154861,2271
2013-04-05 04:40,321,276016,4100
2013-04-05 04:45,286,233790,3441
2013-04-05 04:50,170,147647,2065
2013-04-05 04:55,171,133952,1827
2013-04-05 04:59,418,120518,1757
2013-04-05 05:05,631,276395,4177
2013-04-05 05:10,266,205098,3023
2013-04-05 05:15,286,248008,3616
2013-04-05 05:20,211,184023,2634
2013-04-05 05:25,216,167202,2376
2013-04-05 05:30,198,127452,1853
2013-04-05 05:35,183,162741,2410
2013-04-05 05:40,234,125610,1790
2013-04-05 05:45,292,127189,1800
2013-04-05 05:50,175,154167,2259
2013-04-05 05:55,184,186032,2705
2013-04-05 05:59,273,132011,1924
2013-04-05 06:05,725,155509,2298
2013-04-05 06:10,225,123262,1803
2013-04-05 06:15,234,148283,2133
2013-04-05 06:20,223,135204,1936
2013-04-05 06:25,140,119042,1625
2013-04-05 06:30,105,73393,1045
2013-04-05 06:35,158,124763,1834
2013-04-05 06:40,212,129001,1817
2013-04-05 06:45,1207,281146,2026
2013-04-05 06:50,6005,1417120,9381
2013-04-05 06:54,7,1395,7
2013-04-05 06:59,2357,5800748,97784
2013-04-05 07:05,27099,121031678,1813035
2013-04-05 07:10,27723,204437320,2080147
2013-04-05 07:15,26967,236637252,2090661
2013-04-05 07:20,28851,258198432,2080446
2013-04-05 07:25,26000,191530562,1722163
2013-04-05 07:30,21840,194722495,1765586
2013-04-05 07:35,18833,193996317,1876325
2013-04-05 07:40,18717,210677520,1958712
2013-04-05 07:45,14082,315242196,2089172
2013-04-05 07:50,12958,310410558,2035670
2013-04-05 07:55,13074,205007184,2007784
2013-04-05 07:59,10352,126242707,1596501
2013-04-05 08:05,11490,188880553,2032200
2013-04-05 08:10,15148,139887115,1395084
2013-04-05 08:15,10717,88549389,709683
2013-04-05 08:20,9920,142314213,1161711
2013-04-05 08:25,13034,122188828,1367358
2013-04-05 08:30,14889,108194940,899094
2013-04-05 08:35,8704,93140682,943283
2013-04-05 08:40,8149,92997693,1085162
2013-04-05 08:45,8861,99259841,1441935
2013-04-05 08:50,9138,104070346,1745110
2013-04-05 08:55,9390,108093313,1838022
