firstseen	srcip	dstip	sport	dport	pkts	bytes
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	50178	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	8977	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	13431	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	28429	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	54003	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	11540	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	47642	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	48529	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	56169	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	20346	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	59097	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	46615	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	17216	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	20720	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	17277	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	30750	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	44000	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	11551	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	63971	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	45138	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	59450	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	1188	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	21095	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	20692	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	8400	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	2751	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	8804	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	2539	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	30815	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	62290	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	62072	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	3443	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	30422	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	3293	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	35708	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	60860	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	49591	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	27565	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	26890	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	33811	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	18293	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	64417	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	49167	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	49749	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	42269	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	1017	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	429	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	37444	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	7159	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	1385	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	29763	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	21348	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	49287	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	57879	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	13494	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	48069	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	49769	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	53374	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	60794	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	20582	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	51788	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	9885	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	22519	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	35217	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	29593	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	55918	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	17636	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	3138	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	29625	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	62807	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	55947	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	27451	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	49412	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	17046	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	30608	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	46183	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	54923	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	7740	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	58513	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	3777	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	46482	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	49642	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	19829	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	50293	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	41799	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	64077	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	9357	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	21424	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	64686	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	44741	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	277	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	50562	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	4144	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	25257	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	701	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	34904	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	21162	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	45434	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	39609	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	16842	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	10597	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	10876	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	8007	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	38529	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	5889	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	3869	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	34846	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	49141	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	42428	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	31183	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	5172	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	51471	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	38965	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	62369	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	8092	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	58652	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	63416	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	51165	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	17047	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	50941	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	43451	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	21309	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	19059	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	14257	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	24772	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	43430	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	29788	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	58682	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	21144	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	61209	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	58912	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	21666	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	51757	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	14615	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	1118	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	8759	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	32770	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	41949	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	36903	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	49490	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	63545	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	16686	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	39378	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	63819	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	40851	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	57905	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	9789	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	35236	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	38017	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	885	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	52357	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	40718	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	65393	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	64717	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	21238	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	39798	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	28993	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	12383	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	30046	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	17720	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	6634	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	19371	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	16556	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51566	53	1	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	14356	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	5543	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	47734	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	45138	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	59450	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	11551	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	63971	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	30750	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	44000	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	20720	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	17277	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	33376	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	24221	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	20030	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	60930	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	15217	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	60205	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	46615	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	17216	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	13210	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	20346	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	59097	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	37590	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	48529	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	56169	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	3138	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	17636	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	55918	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	29593	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	35217	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	22519	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	9885	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	51788	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	20582	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	11509	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	60794	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	53374	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	49769	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	48069	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	13494	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	57879	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	49287	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	21348	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	29763	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	28044	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	21478	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	3087	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	17154	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	64064	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	11898	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	3815	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	27624	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	24286	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	63666	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	30500	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	53653	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	62736	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	40982	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	18037	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	7159	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	10534	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	1385	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	429	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	41104	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	37444	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	42269	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	20302	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	1017	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	49167	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	30965	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	49749	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	18293	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	58433	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	64417	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	24863	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	63416	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	58652	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	8092	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	62369	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	38965	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	51471	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	5172	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	31183	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	42428	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	49141	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	34846	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	3869	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	5889	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	38529	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	8007	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	10876	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	10597	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	26629	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	62772	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	59299	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	62310	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51359	30685	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	2273	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	59242	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	16842	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51359	14688	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	21801	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	45434	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	39609	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	4137	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	34904	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	21162	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	53339	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	25257	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	701	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	63630	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	50562	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	4144	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	35426	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	277	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	13401	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	45611	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	64686	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	44741	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.6	51358	15165	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51358	9357	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51358	21424	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	21666	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.3	51357	58912	0	0
2013-04-06 11:19:46	10.9.81.5	172.30.0.2	51357	61209	0	0
